01-05-2020,00.00,00.00,00.00
02-05-2020,00.00,00.00,00.00
04-05-2020,10.12,14.36,4.23
05-05-2020,10.47,14.48,4.0
06-05-2020,10.31,12.46,2.14
07-05-2020,00.00,00.00,00.00
08-05-2020,09.32,11.45,2.12
09-05-2020,00.00,00.00,00.00
11-05-2020,09.46,13.50,4.3
12-05-2020,10.09,15.01,4.51
13-05-2020,10.45,12.21,1.35
14-05-2020,00.00,00.00,00.00
15-05-2020,09.13,14.05,4.51
16-05-2020,00.00,00.00,00.00
18-05-2020,10.17,12.10,1.52
19-05-2020,11.01,13.34,2.32
20-05-2020,09.57,14.47,4.49
21-05-2020,09.41,13.57,4.15
22-05-2020,10.04,14.45,4.40
23-05-2020,00.00,00.00,00.00
25-05-2020,09.52,14.35,4.42
26-05-2020,10.50,14.31,3.40
27-05-2020,09.54,15.01,5.6
28-05-2020,10.48,15.11,4.22
