BOX-3,13.40,13.40,00.00
BOX-4,07.00,17.00,10.0
BOX-6,07.32,18.00,10.27
BOX-7,07.21,16.38,9.16
BOX-8,07.00,17.00,10.0
BOX-9,10.26,14.32,4.5
BOX-11,07.04,17.15,10.10
BOX-12,07.00,12.34,5.34
BOX-13,08.34,14.03,5.28
BOX-14,07.00,12.37,5.37
BOX-15,07.45,16.37,8.51
BOX-22,12.55,12.55,00.00
BOX-24,07.00,13.33,6.33
BOX-25,07.00,16.07,9.7
BOX-26,08.02,17.19,9.17
BOX-30,10.15,14.22,4.6
BOX-38,09.51,14.23,4.31
BOX-42,00.00,00.00,00.00
BOX-50,07.00,17.08,10.8
BOX-57,07.00,17.14,10.14
BOX-58,09.32,16.38,7.5
BOX-60,08.00,13.14,5.13
BOX-69,07.00,05.35,22.35
BOX-94,07.00,17.11,10.11
BOX-95,13.48,13.48,00.00
BOX-104,00.00,00.00,00.00
BOX-114,07.00,15.31,8.31
BOX-115,11.16,17.03,5.46
BOX-118,07.00,18.00,11.0
BOX-122,07.21,10.42,3.20
BOX-123,10.40,16.19,5.38
BOX-126,10.08,16.10,6.2
BOX-128,15.31,15.31,00.00
BOX-130,12.44,14.44,1.59
BOX-132,07.00,17.35,10.35
BOX-183,00.00,00.00,00.00
BOX-184,00.00,00.00,00.00
