BOX-3,07.03,16.33,9.29
BOX-4,07.00,15.08,8.8
BOX-6,09.41,13.12,3.30
BOX-7,00.00,00.00,00.00
BOX-8,07.00,18.35,11.35
BOX-9,09.11,14.07,4.55
BOX-11,07.00,18.09,11.9
BOX-12,07.00,18.06,11.6
BOX-13,00.00,00.00,00.00
BOX-14,07.00,17.32,10.32
BOX-15,00.00,00.00,00.00
BOX-16,00.00,00.00,00.00
BOX-22,07.09,17.07,9.57
BOX-24,07.00,18.24,11.24
BOX-25,08.11,14.42,6.30
BOX-26,07.00,17.47,10.47
BOX-38,09.00,14.16,5.16
BOX-42,00.00,00.00,00.00
BOX-50,00.00,00.00,00.00
BOX-57,07.00,17.58,10.58
BOX-58,07.43,14.28,6.44
BOX-60,07.00,18.01,11.1
BOX-69,07.00,05.49,22.49
BOX-94,07.00,17.51,10.51
BOX-104,15.30,16.59,1.29
BOX-114,00.00,00.00,00.00
BOX-115,09.24,14.48,5.23
BOX-118,07.00,18.16,11.16
BOX-122,00.00,00.00,00.00
BOX-123,07.32,17.31,9.59
BOX-128,08.18,15.46,7.27
BOX-130,08.09,13.19,5.10
BOX-132,07.24,16.39,9.14
