BOX-104,46.56
BOX-114,96.56
BOX-115,128.48
BOX-118,242.1
BOX-11,222.59
BOX-122,37.43
BOX-123,22.55
BOX-126,77.57
BOX-128,95.44
BOX-12,196.16
BOX-130,70.57
BOX-132,202.25
BOX-13,151.36
BOX-14,177.8
BOX-15,0.0
BOX-183,0.0
BOX-184,67.41
BOX-22,88.49
BOX-24,234.31
BOX-25,185.24
BOX-26,239.1
BOX-30,144.53
BOX-38,148.31
BOX-3,232.38
BOX-42,0.0
BOX-4,249.12
BOX-50,128.27
BOX-57,245.9
BOX-58,149.17
BOX-60,200.5
BOX-69,168.46
BOX-6,210.22
BOX-7,145.43
BOX-8,216.14
BOX-94,233.26
BOX-95,276.51
BOX-9,137.17
