02-03-2020,07.00,17.58,10.58
03-03-2020,07.36,17.53,10.16
04-03-2020,07.52,18.00,10.7
05-03-2020,07.00,16.45,9.45
06-03-2020,08.58,17.45,8.46
07-03-2020,09.04,13.35,4.30
09-03-2020,07.43,13.48,6.4
10-03-2020,07.26,17.29,10.2
11-03-2020,08.15,17.32,9.16
12-03-2020,07.00,17.21,10.21
13-03-2020,07.00,13.47,6.47
14-03-2020,07.00,12.57,5.57
16-03-2020,07.00,16.46,9.46
17-03-2020,07.00,17.27,10.27
18-03-2020,10.22,15.15,4.52
19-03-2020,08.01,15.58,7.56
20-03-2020,09.30,16.01,6.30
21-03-2020,08.54,11.22,2.27
23-03-2020,09.32,13.33,4.0
24-03-2020,07.22,13.29,6.6
25-03-2020,08.03,14.39,6.35
26-03-2020,07.00,13.26,6.26
