01-05-2020,00.00,00.00,00.00
02-05-2020,12.33,13.10,0.36
04-05-2020,10.31,14.17,3.45
05-05-2020,09.43,16.01,6.17
06-05-2020,12.24,12.24,00.00
07-05-2020,09.41,16.18,6.36
08-05-2020,14.18,16.31,2.12
09-05-2020,12.23,12.23,00.00
11-05-2020,10.33,16.01,5.27
12-05-2020,11.36,16.53,5.16
13-05-2020,09.47,17.01,7.13
14-05-2020,11.37,17.23,5.45
15-05-2020,12.19,17.14,4.54
16-05-2020,12.05,13.07,1.1
18-05-2020,12.28,15.48,3.19
19-05-2020,12.24,16.12,3.47
20-05-2020,14.33,14.42,0.8
21-05-2020,09.00,16.21,7.21
22-05-2020,11.49,17.12,5.22
23-05-2020,13.11,13.11,00.00
25-05-2020,14.57,17.27,2.29
