BOX-104,64.56
BOX-114,76.6
BOX-115,130.15
BOX-118,241.20
BOX-11,214.37
BOX-122,6.30
BOX-123,0.0
BOX-126,110.18
BOX-128,178.34
BOX-12,202.2
BOX-130,91.42
BOX-132,169.13
BOX-13,133.43
BOX-14,231.39
BOX-15,0.0
BOX-183,0.0
BOX-184,80.13
BOX-22,147.39
BOX-24,247.13
BOX-25,187.54
BOX-26,242.15
BOX-30,152.24
BOX-38,114.48
BOX-3,228.27
BOX-42,0.0
BOX-4,246.0
BOX-50,99.26
BOX-57,246.49
BOX-58,193.30
BOX-60,230.37
BOX-69,266.5
BOX-6,234.39
BOX-7,164.53
BOX-8,246.32
BOX-94,236.11
BOX-95,215.32
BOX-9,122.18
