01-08-2020,07.00,13.56,6.56
03-08-2020,07.00,16.59,9.59
04-08-2020,07.00,17.07,10.7
05-08-2020,07.00,17.03,10.3
06-08-2020,07.00,17.13,10.13
07-08-2020,07.00,17.06,10.6
08-08-2020,07.00,13.56,6.56
10-08-2020,07.00,17.02,10.2
11-08-2020,07.00,17.06,10.6
12-08-2020,07.00,17.04,10.4
13-08-2020,07.00,17.04,10.4
14-08-2020,07.00,17.05,10.5
15-08-2020,16.04,14.00,21.55
17-08-2020,07.00,17.08,10.8
18-08-2020,07.00,16.59,9.59
19-08-2020,07.00,17.08,10.8
20-08-2020,07.00,17.00,10.0
21-08-2020,07.00,17.16,10.16
22-08-2020,07.00,14.00,7.0
24-08-2020,07.00,16.57,9.57
25-08-2020,07.00,17.07,10.7
26-08-2020,07.00,18.00,11.0
27-08-2020,07.00,17.15,10.15
