01-05-2020,00.00,00.00,00.00
02-05-2020,00.00,00.00,00.00
04-05-2020,09.31,15.56,6.24
05-05-2020,15.14,15.14,00.00
06-05-2020,12.39,12.39,00.00
07-05-2020,09.52,17.25,7.32
08-05-2020,11.05,16.58,5.52
09-05-2020,09.00,12.47,3.47
11-05-2020,10.39,13.19,2.39
12-05-2020,13.39,17.32,3.52
13-05-2020,10.42,16.43,6.0
14-05-2020,11.21,16.31,5.9
15-05-2020,09.28,16.39,7.10
16-05-2020,10.50,10.50,00.00
18-05-2020,10.23,17.33,7.9
19-05-2020,10.10,17.22,7.11
20-05-2020,09.24,16.50,7.25
21-05-2020,09.40,17.21,7.40
22-05-2020,10.35,17.24,6.48
23-05-2020,09.53,12.56,3.2
25-05-2020,09.29,17.03,7.33
26-05-2020,12.16,17.34,5.17
27-05-2020,11.49,16.24,4.34
28-05-2020,09.10,16.58,7.47
29-05-2020,09.17,17.32,8.14
30-05-2020,10.37,12.18,1.40
