01-11-2019,00.00,00.00,00.00
02-11-2019,00.00,00.00,00.00
04-11-2019,00.00,00.00,00.00
05-11-2019,00.00,00.00,00.00
06-11-2019,12.12,12.12,00.00
07-11-2019,00.00,00.00,00.00
08-11-2019,00.00,00.00,00.00
09-11-2019,00.00,00.00,00.00
11-11-2019,00.00,00.00,00.00
12-11-2019,11.16,15.30,4.13
13-11-2019,00.00,00.00,00.00
14-11-2019,15.00,15.00,00.00
15-11-2019,00.00,00.00,00.00
16-11-2019,11.31,11.31,00.00
18-11-2019,00.00,00.00,00.00
19-11-2019,10.08,11.41,1.32
20-11-2019,09.37,09.37,00.00
