01-06-2020,07.00,17.52,10.52
02-06-2020,07.00,17.55,10.55
03-06-2020,07.00,17.48,10.48
04-06-2020,07.00,18.00,11.0
05-06-2020,07.00,17.56,10.56
06-06-2020,07.00,13.59,6.59
08-06-2020,07.00,17.04,10.4
09-06-2020,07.00,16.58,9.58
10-06-2020,07.00,17.16,10.16
11-06-2020,00.00,00.00,00.00
12-06-2020,07.00,17.00,10.0
13-06-2020,07.00,14.00,7.0
15-06-2020,07.00,17.03,10.3
16-06-2020,07.00,16.59,9.59
17-06-2020,07.00,17.02,10.2
18-06-2020,07.00,17.00,10.0
19-06-2020,07.00,17.02,10.2
20-06-2020,07.00,14.00,7.0
22-06-2020,07.00,17.02,10.2
23-06-2020,07.00,16.56,9.56
24-06-2020,07.00,17.00,10.0
25-06-2020,07.00,17.08,10.8
