BOX-17,09.26,12.00,2.33
BOX-18,09.00,14.00,5.0
BOX-21,00.00,00.00,00.00
BOX-27,00.00,00.00,00.00
BOX-28,09.00,13.04,4.4
BOX-31,09.00,16.56,7.56
BOX-33,09.00,12.51,3.51
BOX-35,11.45,11.45,00.00
BOX-36,00.00,00.00,00.00
BOX-39,09.00,18.00,9.0
BOX-44,09.47,11.45,1.57
BOX-51,09.00,13.50,4.50
BOX-52,09.00,12.54,3.54
BOX-59,09.53,12.18,2.24
BOX-61,09.00,11.34,2.34
BOX-62,09.00,15.38,6.38
BOX-63,09.00,13.22,4.22
BOX-64,00.00,00.00,00.00
BOX-65,09.00,17.07,8.7
BOX-66,12.01,12.01,00.00
BOX-67,09.00,13.25,4.25
BOX-71,10.23,10.23,00.00
BOX-74,00.00,00.00,00.00
BOX-76,00.00,00.00,00.00
BOX-77,00.00,00.00,00.00
BOX-83,00.00,00.00,00.00
BOX-85,09.00,17.33,8.33
BOX-87,09.00,11.12,2.12
BOX-96,10.35,10.35,00.00
BOX-101,11.16,15.52,4.35
BOX-102,00.00,00.00,00.00
BOX-103,16.32,16.32,00.00
BOX-19,00.00,00.00,00.00
BOX-110,10.33,12.03,1.29
BOX-111,00.00,00.00,00.00
BOX-113,10.34,18.00,7.25
BOX-116,09.15,13.34,4.18
BOX-124,09.00,13.04,4.4
BOX-133,00.00,00.00,00.00
BOX-134,09.00,12.51,3.51
BOX-135,09.00,12.05,3.5
BOX-140,10.18,10.19,0.0
BOX-142,09.00,13.00,4.0
BOX-143,00.00,00.00,00.00
BOX-146,11.11,11.11,00.00
BOX-147,09.00,12.56,3.56
BOX-148,00.00,00.00,00.00
BOX-149,00.00,00.00,00.00
BOX-150,00.00,00.00,00.00
BOX-151,12.10,18.00,5.49
BOX-154,00.00,00.00,00.00
BOX-155,09.00,13.22,4.22
BOX-157,00.00,00.00,00.00
BOX-158,09.21,15.19,5.57
BOX-161,10.11,13.29,3.17
BOX-162,09.30,13.35,4.4
BOX-163,10.55,10.55,00.00
BOX-164,00.00,00.00,00.00
BOX-167,00.00,00.00,00.00
BOX-168,11.13,12.21,1.7
BOX-170,12.24,12.52,0.27
BOX-172,11.55,12.53,0.57
BOX-175,00.00,00.00,00.00
BOX-176,11.05,11.05,00.00
BOX-179,00.00,00.00,00.00
BOX-180,09.44,12.49,3.4
BOX-182,00.00,00.00,00.00
BOX-189,11.43,12.22,0.38
BOX-191,09.00,13.06,4.6
BOX-192,09.00,07.04,22.4
BOX-193,09.46,12.32,2.45
BOX-196,09.00,12.26,3.26
BOX-197,00.00,00.00,00.00
BOX-198,09.00,08.47,23.47
BOX-200,09.00,18.00,9.0
BOX-203,09.00,13.09,4.9
BOX-205,11.05,12.39,1.33
BOX-207,09.33,11.26,1.52
BOX-208,09.00,15.02,6.2
BOX-209,00.00,00.00,00.00
BOX-211,00.00,00.00,00.00
BOX-212,12.46,18.00,5.13
BOX-213,10.28,12.29,2.0
BOX-215,09.03,13.51,4.47
BOX-216,09.00,12.44,3.44
BOX-217,11.07,11.07,00.00
BOX-219,11.36,11.36,00.00
BOX-220,10.37,12.41,2.3
BOX-225,00.00,00.00,00.00
BOX-226,00.00,00.00,00.00
BOX-227,12.42,14.54,2.11
BOX-229,12.24,15.56,3.31
BOX-231,10.52,11.37,0.44
BOX-233,12.34,12.34,00.00
BOX-235,00.00,00.00,00.00
BOX-238,09.19,12.37,3.17
BOX-239,00.00,00.00,00.00
BOX-241,00.00,00.00,00.00
BOX-244,09.41,12.03,2.21
BOX-249,09.29,10.51,1.21
BOX-251,09.49,11.22,1.32
BOX-253,09.14,11.24,2.9
BOX-254,12.04,12.04,00.00
BOX-255,11.56,11.56,00.00
BOX-257,11.58,11.58,00.00
BOX-258,00.00,00.00,00.00
BOX-260,09.00,12.45,3.45
BOX-263,09.00,13.02,4.2
BOX-264,00.00,00.00,00.00
BOX-266,00.00,00.00,00.00
BOX-267,09.00,18.00,9.0
BOX-269,09.00,13.06,4.6
BOX-271,10.35,10.35,00.00
BOX-273,09.00,16.39,7.39
BOX-277,09.00,13.08,4.8
BOX-279,09.00,11.30,2.30
BOX-283,12.21,12.21,00.00
BOX-285,09.00,12.52,3.52
BOX-286,09.14,12.04,2.49
BOX-287,00.00,00.00,00.00
BOX-288,09.00,08.12,23.12
BOX-289,09.00,13.03,4.3
BOX-290,00.00,00.00,00.00
BOX-292,09.00,13.21,4.21
BOX-293,11.15,11.15,00.00
BOX-295,12.37,12.38,0.0
BOX-297,00.00,00.00,00.00
BOX-299,10.11,10.11,00.00
BOX-300,09.00,17.18,8.18
BOX-301,09.00,13.33,4.33
BOX-302,00.00,00.00,00.00
BOX-326,10.43,12.41,1.57
BOX-327,00.00,00.00,00.00
BOX-328,09.00,12.44,3.44
BOX-330,09.14,09.14,00.00
BOX-331,09.26,12.33,3.6
BOX-333,00.00,00.00,00.00
BOX-334,11.10,11.10,00.00
BOX-336,00.00,00.00,00.00
BOX-338,11.21,11.21,00.00
