01-05-2019,00.00,00.00,00.00
02-05-2019,09.00,16.28,7.28
03-05-2019,00.00,00.00,00.00
04-05-2019,10.56,12.18,1.21
06-05-2019,11.50,16.33,4.42
07-05-2019,09.51,17.29,7.37
08-05-2019,11.02,17.30,6.28
09-05-2019,10.13,15.50,5.36
10-05-2019,10.06,16.29,6.22
11-05-2019,11.03,13.10,2.6
13-05-2019,09.24,17.31,8.6
14-05-2019,10.09,17.29,7.19
15-05-2019,13.23,17.24,4.0
16-05-2019,11.56,17.03,5.6
17-05-2019,11.27,15.54,4.26
18-05-2019,10.13,12.25,2.11
20-05-2019,09.45,17.34,7.48
21-05-2019,11.15,16.47,5.31
22-05-2019,11.15,17.45,6.29
23-05-2019,10.08,16.59,6.50
24-05-2019,09.35,16.44,7.8
25-05-2019,10.42,13.06,2.23
27-05-2019,09.34,17.30,7.55
28-05-2019,09.11,16.45,7.33
29-05-2019,10.13,16.46,6.32
30-05-2019,10.21,16.49,6.27
31-05-2019,10.26,16.51,6.24
