01-09-2020,07.35,14.10,6.34
02-09-2020,08.33,12.57,4.23
03-09-2020,09.38,13.28,3.49
04-09-2020,08.58,15.07,6.8
05-09-2020,10.52,10.52,00.00
07-09-2020,00.00,00.00,00.00
08-09-2020,13.12,13.12,00.00
09-09-2020,08.18,14.15,5.56
10-09-2020,10.34,15.29,4.54
11-09-2020,11.17,15.01,3.43
12-09-2020,10.46,10.46,00.00
14-09-2020,00.00,00.00,00.00
15-09-2020,08.56,08.56,00.00
16-09-2020,07.55,14.48,6.52
17-09-2020,07.58,15.16,7.17
18-09-2020,10.03,14.34,4.30
19-09-2020,07.24,11.33,4.8
21-09-2020,00.00,00.00,00.00
22-09-2020,08.28,14.04,5.35
23-09-2020,08.43,14.02,5.18
24-09-2020,13.18,16.06,2.47
25-09-2020,11.30,14.03,2.32
