BOX-18,113.34
BOX-191,196.41
BOX-215,193.57
BOX-216,0.0
BOX-217,157.27
BOX-219,169.17
BOX-220,156.52
BOX-225,62.30
BOX-227,30.43
BOX-229,95.49
BOX-231,78.56
BOX-232,0.0
BOX-233,209.4
BOX-235,134.17
BOX-238,81.32
BOX-239,0.0
BOX-241,60.55
BOX-244,137.16
BOX-247,160.19
BOX-249,48.51
BOX-251,138.38
BOX-253,122.7
BOX-254,123.21
BOX-255,130.7
BOX-257,94.45
BOX-258,80.38
BOX-260,202.32
BOX-263,210.34
BOX-264,119.57
BOX-266,83.35
BOX-267,210.41
BOX-269,205.47
BOX-271,112.2
BOX-273,192.12
BOX-277,186.10
BOX-278,210.41
BOX-279,108.32
BOX-283,175.26
BOX-285,204.31
BOX-286,93.9
BOX-287,0.0
BOX-288,133.33
BOX-289,210.41
BOX-290,116.31
BOX-292,230.5
BOX-293,155.2
BOX-295,123.22
BOX-297,83.55
BOX-299,114.55
BOX-300,115.53
BOX-301,213.40
BOX-302,0.0
BOX-328,178.50
BOX-329,0.0
BOX-330,135.39
BOX-331,168.14
BOX-332,0.0
BOX-333,14.18
BOX-340,152.47
BOX-62,210.35
