BOX-17,09.00,16.42,7.42
BOX-18,09.00,16.59,7.59
BOX-21,00.00,00.00,00.00
BOX-27,09.00,16.36,7.36
BOX-28,10.40,15.36,4.55
BOX-31,09.00,17.02,8.2
BOX-33,09.00,15.44,6.44
BOX-35,13.02,13.02,00.00
BOX-36,00.00,00.00,00.00
BOX-39,09.00,17.06,8.6
BOX-44,09.00,16.13,7.13
BOX-51,09.00,16.59,7.59
BOX-52,00.00,00.00,00.00
BOX-59,10.36,14.37,4.0
BOX-61,09.00,16.54,7.54
BOX-62,11.41,16.54,5.12
BOX-63,00.00,00.00,00.00
BOX-64,00.00,00.00,00.00
BOX-65,09.00,06.29,21.29
BOX-66,00.00,00.00,00.00
BOX-67,13.02,16.58,3.55
BOX-71,10.38,14.24,3.45
BOX-74,00.00,00.00,00.00
BOX-76,00.00,00.00,00.00
BOX-77,00.00,00.00,00.00
BOX-83,00.00,00.00,00.00
BOX-85,09.00,15.19,6.19
BOX-87,00.00,00.00,00.00
BOX-96,10.34,15.54,5.19
BOX-101,09.00,16.56,7.56
BOX-102,00.00,00.00,00.00
BOX-103,09.47,16.18,6.30
BOX-19,00.00,00.00,00.00
BOX-110,00.00,00.00,00.00
BOX-111,00.00,00.00,00.00
BOX-113,12.53,18.00,5.6
BOX-116,09.00,14.45,5.45
BOX-124,10.20,16.54,6.33
BOX-133,00.00,00.00,00.00
BOX-134,00.00,00.00,00.00
BOX-135,11.05,16.04,4.58
BOX-140,13.59,16.26,2.26
BOX-142,13.36,13.46,0.9
BOX-143,14.06,14.06,00.00
BOX-146,09.42,16.24,6.41
BOX-147,09.00,16.58,7.58
BOX-148,00.00,00.00,00.00
BOX-149,00.00,00.00,00.00
BOX-150,00.00,00.00,00.00
BOX-151,14.06,14.06,00.00
BOX-154,12.58,12.58,00.00
BOX-155,10.53,16.09,5.15
BOX-157,09.42,15.48,6.5
BOX-158,10.27,15.52,5.24
BOX-161,10.40,15.45,5.4
BOX-162,13.28,16.03,2.34
BOX-163,13.37,13.37,00.00
BOX-164,13.32,16.03,2.30
BOX-167,00.00,00.00,00.00
BOX-168,10.28,17.06,6.37
BOX-170,10.19,16.23,6.3
BOX-172,09.00,17.29,8.29
BOX-175,00.00,00.00,00.00
BOX-176,14.11,16.37,2.25
BOX-179,00.00,00.00,00.00
BOX-180,00.00,00.00,00.00
BOX-182,11.20,11.20,00.00
BOX-189,10.06,12.09,2.2
BOX-191,09.00,16.56,7.56
BOX-192,00.00,00.00,00.00
BOX-193,09.30,16.16,6.45
BOX-196,11.55,15.22,3.26
BOX-197,09.23,15.46,6.22
BOX-198,09.28,14.47,5.18
BOX-200,09.00,16.03,7.3
BOX-203,09.00,16.45,7.45
BOX-205,12.54,12.54,00.00
BOX-207,09.57,09.57,00.00
BOX-208,09.53,13.59,4.5
BOX-209,11.48,11.48,00.00
BOX-211,10.40,15.41,5.0
BOX-212,11.35,17.22,5.46
BOX-213,15.07,15.07,00.00
BOX-215,11.35,17.02,5.26
BOX-216,09.00,16.12,7.12
BOX-217,10.04,15.32,5.27
BOX-219,11.07,11.07,00.00
BOX-220,09.43,16.47,7.3
BOX-225,13.34,13.34,00.00
BOX-226,00.00,00.00,00.00
BOX-227,09.59,09.59,00.00
BOX-229,19.59,18.00,22.0
BOX-231,12.51,16.09,3.17
BOX-233,13.58,15.54,1.55
BOX-235,00.00,00.00,00.00
BOX-238,09.02,16.38,7.35
BOX-239,00.00,00.00,00.00
BOX-241,00.00,00.00,00.00
BOX-244,11.10,14.59,3.48
BOX-249,10.03,16.02,5.58
BOX-251,09.58,16.26,6.27
BOX-253,11.54,16.50,4.55
BOX-254,00.00,00.00,00.00
BOX-255,10.11,16.26,6.14
BOX-257,10.47,16.20,5.32
BOX-258,12.59,12.59,00.00
BOX-260,09.00,16.21,7.21
BOX-263,09.00,17.07,8.7
BOX-264,00.00,00.00,00.00
BOX-266,10.32,16.23,5.50
BOX-267,09.00,17.07,8.7
BOX-269,09.00,16.24,7.24
BOX-271,09.01,13.37,4.35
BOX-273,09.00,17.06,8.6
BOX-277,09.00,17.09,8.9
BOX-279,09.05,15.36,6.30
BOX-283,09.16,16.13,6.56
BOX-285,09.47,15.13,5.25
BOX-286,09.00,15.24,6.24
BOX-287,00.00,00.00,00.00
BOX-288,00.00,00.00,00.00
BOX-289,09.00,17.07,8.7
BOX-290,11.45,13.49,2.3
BOX-292,09.00,17.42,8.42
BOX-293,12.53,15.40,2.46
BOX-295,09.36,16.37,7.0
BOX-297,09.10,13.20,4.9
BOX-299,09.07,16.39,7.31
BOX-300,09.00,16.59,7.59
BOX-301,09.00,17.03,8.3
BOX-302,00.00,00.00,00.00
BOX-326,13.05,16.03,2.57
BOX-327,09.00,08.46,23.46
BOX-328,09.00,16.22,7.22
BOX-330,09.00,16.46,7.46
BOX-331,09.40,15.56,6.15
BOX-333,00.00,00.00,00.00
BOX-334,00.00,00.00,00.00
BOX-336,09.06,15.41,6.34
BOX-338,11.16,11.16,00.00
