BOX-18,70.35
BOX-191,192.5
BOX-215,231.23
BOX-216,0.0
BOX-217,126.57
BOX-219,190.6
BOX-220,138.12
BOX-225,153.36
BOX-227,53.12
BOX-229,18.33
BOX-231,56.12
BOX-232,0.0
BOX-233,222.31
BOX-235,124.13
BOX-238,60.45
BOX-239,0.0
BOX-241,123.49
BOX-244,159.14
BOX-247,170.38
BOX-249,48.44
BOX-251,127.49
BOX-253,113.16
BOX-254,135.59
BOX-255,135.41
BOX-257,102.53
BOX-258,105.26
BOX-260,217.48
BOX-263,215.8
BOX-264,191.48
BOX-266,79.2
BOX-267,224.16
BOX-269,215.30
BOX-271,85.59
BOX-273,210.44
BOX-277,215.36
BOX-278,224.14
BOX-279,110.21
BOX-283,190.2
BOX-285,217.20
BOX-286,116.8
BOX-287,0.0
BOX-288,133.55
BOX-289,224.16
BOX-290,113.14
BOX-292,224.27
BOX-293,99.19
BOX-295,126.42
BOX-297,56.34
BOX-299,124.21
BOX-300,147.18
BOX-301,226.31
BOX-302,0.0
BOX-328,181.52
BOX-329,23.48
BOX-330,188.21
BOX-331,179.39
BOX-332,43.48
BOX-333,40.29
BOX-340,167.22
BOX-62,223.44
