BOX-18,09.00,17.59,8.59
BOX-20,00.00,00.00,00.00
BOX-28,10.18,14.14,3.55
BOX-200,09.00,16.39,7.39
BOX-215,00.00,00.00,00.00
BOX-216,00.00,00.00,00.00
BOX-217,09.00,17.26,8.26
BOX-219,09.00,16.35,7.35
BOX-220,09.16,17.16,8.0
BOX-225,09.00,17.57,8.57
BOX-227,10.05,14.27,4.21
BOX-229,14.23,14.23,0.0
BOX-230,00.00,00.00,00.00
BOX-231,09.00,17.55,8.55
BOX-232,12.13,16.47,4.34
BOX-233,12.38,20.59,8.21
BOX-235,10.10,17.50,7.40
BOX-238,00.00,00.00,00.00
BOX-239,00.00,00.00,00.00
BOX-241,09.00,17.49,8.49
BOX-244,11.09,16.41,5.32
BOX-247,00.00,00.00,00.00
BOX-249,16.33,16.33,0.0
BOX-251,11.37,17.12,5.35
BOX-253,10.29,13.40,3.11
BOX-254,09.03,17.59,8.55
BOX-255,10.28,15.25,4.57
BOX-257,09.28,17.39,8.11
BOX-258,13.03,16.06,3.3
BOX-260,09.00,17.29,8.29
BOX-263,09.06,16.10,7.4
BOX-264,09.00,17.18,8.18
BOX-266,12.45,17.02,4.17
BOX-267,09.00,18.02,9.2
BOX-269,09.24,17.22,7.57
BOX-271,11.42,17.38,5.55
BOX-273,09.00,17.00,8.0
BOX-277,09.00,17.46,8.46
BOX-278,09.23,15.58,6.34
BOX-279,10.31,16.44,6.12
BOX-283,12.52,12.52,0.0
BOX-285,13.30,18.18,4.47
BOX-286,12.46,12.46,0.0
BOX-287,09.00,15.54,6.54
BOX-288,09.00,17.15,8.15
BOX-289,09.00,18.02,9.2
BOX-290,09.22,16.47,7.25
BOX-292,09.00,17.50,8.50
BOX-293,00.00,00.00,00.00
BOX-295,09.00,15.29,6.29
BOX-297,09.00,17.39,8.39
BOX-299,09.11,12.46,3.34
BOX-300,12.15,17.09,4.53
BOX-301,09.00,18.13,9.13
BOX-302,00.00,00.00,00.00
BOX-328,09.43,15.50,6.6
BOX-329,00.00,00.00,00.00
BOX-330,11.37,17.41,6.3
BOX-331,09.46,14.02,4.15
BOX-332,00.00,00.00,00.00
BOX-333,13.37,13.37,0.0
