BOX-101,209.44
BOX-102,0.0
BOX-103,26.32
BOX-110,33.49
BOX-111,0.0
BOX-113,117.55
BOX-116,110.26
BOX-124,208.8
BOX-133,0.0
BOX-134,204.27
BOX-135,97.20
BOX-140,117.32
BOX-142,99.3
BOX-143,4.27
BOX-146,23.51
BOX-147,202.4
BOX-148,0.0
BOX-149,49.19
BOX-150,33.17
BOX-151,156.31
BOX-154,30.41
BOX-155,208.42
BOX-157,60.42
BOX-158,138.11
BOX-161,95.39
BOX-162,144.39
BOX-163,10.21
BOX-164,74.0
BOX-167,0.0
BOX-168,166.57
BOX-170,67.48
BOX-172,88.3
BOX-175,0.0
BOX-176,81.33
BOX-179,85.16
BOX-17,182.21
BOX-180,102.10
BOX-182,10.54
BOX-189,72.7
BOX-18,205.26
BOX-191,205.12
BOX-192,126.22
BOX-193,141.6
BOX-196,77.7
BOX-197,86.0
BOX-198,67.8
BOX-19,0.0
BOX-200,204.10
BOX-203,189.38
BOX-205,102.16
BOX-207,117.15
BOX-208,93.59
BOX-209,4.25
BOX-211,103.32
BOX-212,109.41
BOX-213,83.36
BOX-215,155.15
BOX-216,157.32
BOX-217,175.14
BOX-219,150.51
BOX-21,0.0
BOX-220,131.30
BOX-225,109.7
BOX-226,0.0
BOX-227,40.43
BOX-229,11.52
BOX-231,32.8
BOX-233,86.44
BOX-235,0.0
BOX-238,108.17
BOX-239,0.0
BOX-241,108.18
BOX-244,133.59
BOX-249,72.36
BOX-251,139.44
BOX-253,113.9
BOX-254,105.39
BOX-255,117.10
BOX-257,70.53
BOX-258,121.29
BOX-260,192.57
BOX-263,193.38
BOX-264,0.0
BOX-266,137.18
BOX-267,209.41
BOX-269,203.45
BOX-271,86.7
BOX-273,204.59
BOX-277,194.36
BOX-279,121.39
BOX-27,80.19
BOX-283,193.35
BOX-285,202.54
BOX-286,95.47
BOX-287,0.0
BOX-288,87.4
BOX-289,188.15
BOX-28,185.28
BOX-290,73.27
BOX-292,201.42
BOX-293,147.48
BOX-295,120.3
BOX-297,19.3
BOX-299,124.37
BOX-300,205.44
BOX-301,207.38
BOX-302,0.0
BOX-31,204.11
BOX-326,123.10
BOX-327,83.0
BOX-328,166.43
BOX-330,129.4
BOX-331,163.9
BOX-333,27.1
BOX-334,19.18
BOX-336,51.51
BOX-338,40.6
BOX-33,143.31
BOX-35,29.20
BOX-36,75.51
BOX-39,210.4
BOX-44,114.8
BOX-51,87.6
BOX-52,166.23
BOX-59,132.19
BOX-61,201.12
BOX-62,192.28
BOX-63,198.9
BOX-64,0.0
BOX-65,451.40
BOX-66,75.35
BOX-67,158.19
BOX-71,133.17
BOX-74,0.0
BOX-76,0.18
BOX-77,0.0
BOX-83,0.0
BOX-85,124.58
BOX-87,187.33
BOX-96,128.54
