02-01-2019,12.55,17.10,4.14
03-01-2019,09.00,18.00,9.0
04-01-2019,13.23,16.45,3.21
05-01-2019,11.55,11.55,0.0
07-01-2019,13.00,16.58,3.58
08-01-2019,09.00,15.15,6.15
09-01-2019,00.00,00.00,00.00
10-01-2019,10.41,15.21,4.39
11-01-2019,09.00,17.45,8.45
12-01-2019,10.23,13.31,3.7
14-01-2019,13.52,16.42,2.50
15-01-2019,10.32,15.56,5.24
16-01-2019,09.59,16.24,6.24
17-01-2019,11.32,17.47,6.14
18-01-2019,09.00,16.26,7.26
19-01-2019,09.00,13.44,4.44
21-01-2019,10.55,16.28,5.33
22-01-2019,11.06,16.26,5.19
23-01-2019,09.00,17.44,8.44
24-01-2019,09.00,17.47,8.47
25-01-2019,09.00,17.42,8.42
26-01-2019,09.27,13.31,4.4
28-01-2019,09.00,17.58,8.58
29-01-2019,09.00,17.45,8.45
30-01-2019,09.00,16.24,7.24
31-01-2019,09.00,17.09,8.9
