BOX-3,07.00,13.57,6.57
BOX-4,08.35,13.59,5.23
BOX-6,07.49,13.42,5.52
BOX-7,08.19,13.18,4.58
BOX-8,07.00,14.00,7.0
BOX-9,07.00,12.26,5.26
BOX-11,07.51,13.33,5.41
BOX-12,07.00,12.51,5.51
BOX-13,07.08,13.28,6.19
BOX-14,07.00,13.54,6.54
BOX-15,00.00,00.00,00.00
BOX-22,09.05,11.47,2.41
BOX-24,07.00,13.58,6.58
BOX-25,09.41,13.50,4.8
BOX-26,07.00,14.00,7.0
BOX-30,00.00,00.00,00.00
BOX-38,11.45,11.45,00.00
BOX-42,00.00,00.00,00.00
BOX-50,00.00,00.00,00.00
BOX-57,07.00,14.00,7.0
BOX-58,10.52,13.20,2.27
BOX-60,07.00,13.39,6.39
BOX-69,07.00,05.36,22.36
BOX-94,07.00,13.59,6.59
BOX-95,07.50,13.32,5.41
BOX-104,11.29,11.29,00.00
BOX-114,07.07,07.39,0.31
BOX-115,09.41,13.37,3.55
BOX-118,07.00,14.00,7.0
BOX-122,07.00,13.01,6.1
BOX-123,00.00,00.00,00.00
BOX-126,00.00,00.00,00.00
BOX-128,07.46,12.36,4.49
BOX-130,10.16,10.16,00.00
BOX-132,07.00,13.56,6.56
BOX-183,00.00,00.00,00.00
BOX-184,00.00,00.00,00.00
