BOX-17,09.00,16.38,7.38
BOX-18,09.53,12.31,2.37
BOX-21,00.00,00.00,00.00
BOX-27,14.07,14.07,00.00
BOX-28,10.36,12.03,1.26
BOX-31,09.00,16.35,7.35
BOX-33,09.00,08.50,23.50
BOX-35,11.59,11.59,00.00
BOX-36,16.16,16.16,00.00
BOX-39,09.00,17.06,8.6
BOX-44,09.38,13.39,4.0
BOX-51,09.00,15.13,6.13
BOX-52,13.05,13.05,00.00
BOX-59,12.34,16.35,4.0
BOX-61,10.28,16.27,5.58
BOX-62,09.51,16.05,6.13
BOX-63,00.00,00.00,00.00
BOX-64,00.00,00.00,00.00
BOX-65,09.00,16.03,7.3
BOX-66,13.19,13.19,00.00
BOX-67,09.00,17.00,8.0
BOX-71,09.03,15.19,6.15
BOX-74,00.00,00.00,00.00
BOX-76,00.00,00.00,00.00
BOX-77,00.00,00.00,00.00
BOX-83,00.00,00.00,00.00
BOX-85,12.31,16.22,3.50
BOX-87,09.00,10.57,1.57
BOX-96,09.00,14.49,5.49
BOX-101,09.00,16.17,7.17
BOX-102,00.00,00.00,00.00
BOX-103,12.25,15.38,3.12
BOX-19,00.00,00.00,00.00
BOX-110,13.06,13.06,00.00
BOX-111,00.00,00.00,00.00
BOX-113,09.18,15.05,5.46
BOX-116,09.00,13.06,4.6
BOX-124,09.00,17.00,8.0
BOX-133,00.00,00.00,00.00
BOX-134,09.00,16.35,7.35
BOX-135,00.00,00.00,00.00
BOX-140,13.08,13.08,00.00
BOX-142,14.01,14.03,0.1
BOX-143,11.14,11.14,00.00
BOX-146,11.11,15.50,4.38
BOX-147,09.00,17.04,8.4
BOX-148,00.00,00.00,00.00
BOX-149,00.00,00.00,00.00
BOX-150,15.44,15.44,00.00
BOX-151,09.00,15.57,6.57
BOX-154,11.50,15.04,3.13
BOX-155,10.06,14.33,4.26
BOX-157,11.02,12.39,1.36
BOX-158,12.29,16.46,4.16
BOX-161,11.59,16.41,4.41
BOX-162,10.22,10.22,00.00
BOX-163,09.38,16.01,6.22
BOX-164,10.19,15.40,5.20
BOX-167,00.00,00.00,00.00
BOX-168,11.12,17.00,5.47
BOX-170,10.47,16.17,5.29
BOX-172,09.00,17.11,8.11
BOX-175,00.00,00.00,00.00
BOX-176,12.50,16.32,3.41
BOX-179,09.20,16.13,6.52
BOX-180,19.06,18.00,22.53
BOX-182,10.59,10.59,00.00
BOX-189,09.54,16.12,6.17
BOX-191,09.00,17.01,8.1
BOX-192,09.00,16.52,7.52
BOX-193,10.30,14.21,3.50
BOX-196,11.25,16.47,5.21
BOX-197,12.35,16.43,4.7
BOX-198,09.08,16.32,7.23
BOX-200,09.00,13.37,4.37
BOX-203,13.44,16.39,2.54
BOX-205,12.20,12.20,00.00
BOX-207,10.45,16.00,5.14
BOX-208,09.40,12.53,3.12
BOX-209,10.54,10.54,00.00
BOX-211,10.00,13.32,3.31
BOX-212,11.09,17.18,6.8
BOX-213,09.00,14.19,5.19
BOX-215,11.08,11.08,00.00
BOX-216,09.00,11.27,2.27
BOX-217,15.58,15.58,00.00
BOX-219,12.18,16.00,3.41
BOX-220,12.11,13.53,1.41
BOX-225,09.46,14.15,4.28
BOX-226,00.00,00.00,00.00
BOX-227,13.02,15.59,2.56
BOX-229,14.34,16.50,2.15
BOX-231,10.41,16.27,5.45
BOX-233,14.28,18.00,3.31
BOX-235,00.00,00.00,00.00
BOX-238,09.00,15.57,6.57
BOX-239,00.00,00.00,00.00
BOX-241,00.00,00.00,00.00
BOX-244,09.55,15.43,5.47
BOX-249,00.00,00.00,00.00
BOX-251,11.18,16.40,5.21
BOX-253,11.19,16.31,5.11
BOX-254,09.42,16.35,6.52
BOX-255,10.27,15.31,5.3
BOX-257,10.03,10.03,00.00
BOX-258,09.45,17.01,7.15
BOX-260,09.35,16.43,7.7
BOX-263,00.00,00.00,00.00
BOX-264,09.03,18.00,8.56
BOX-266,11.10,16.51,5.40
BOX-267,11.14,18.00,6.45
BOX-269,00.00,00.00,00.00
BOX-271,11.04,16.28,5.23
BOX-273,09.02,16.55,7.52
BOX-277,09.00,16.45,7.44
BOX-279,11.03,14.14,3.10
BOX-283,09.00,16.11,7.11
BOX-285,10.35,13.28,2.52
BOX-286,09.00,16.34,7.34
BOX-287,00.00,00.00,00.00
BOX-288,00.00,00.00,00.00
BOX-289,09.06,15.31,6.24
BOX-290,10.11,15.30,5.18
BOX-292,09.00,16.59,7.59
BOX-293,09.00,14.14,5.14
BOX-295,00.00,00.00,00.00
BOX-297,15.05,15.06,0.0
BOX-299,09.00,11.11,2.11
BOX-300,09.00,16.54,7.54
BOX-301,00.00,00.00,00.00
BOX-302,00.00,00.00,00.00
BOX-326,09.00,16.44,7.44
BOX-327,15.05,15.05,00.00
BOX-328,10.04,15.37,5.32
BOX-330,09.00,16.21,7.21
BOX-331,10.01,16.29,6.27
BOX-333,00.00,00.00,00.00
BOX-334,12.11,12.11,00.00
BOX-336,11.08,15.55,4.46
BOX-338,11.00,14.41,3.40
