BOX-18,211.24
BOX-200,211.6
BOX-20,0.0
BOX-215,0.0
BOX-216,61.45
BOX-217,184.0
BOX-219,199.15
BOX-220,212.4
BOX-225,179.6
BOX-227,50.48
BOX-229,13.9
BOX-22,17.55
BOX-230,0.0
BOX-231,201.27
BOX-232,103.15
BOX-233,111.14
BOX-235,131.10
BOX-238,87.49
BOX-239,184.55
BOX-241,67.34
BOX-244,120.8
BOX-247,20.15
BOX-249,52.6
BOX-251,84.35
BOX-253,141.14
BOX-254,171.22
BOX-255,128.21
BOX-257,114.41
BOX-258,89.6
BOX-260,195.39
BOX-263,125.29
BOX-264,198.25
BOX-266,123.14
BOX-267,216.55
BOX-268,0.0
BOX-269,181.15
BOX-271,160.45
BOX-273,185.17
BOX-277,196.39
BOX-278,92.31
BOX-279,171.53
BOX-283,37.41
BOX-285,134.49
BOX-286,133.10
BOX-287,178.32
BOX-288,175.12
BOX-289,204.8
BOX-28,131.53
BOX-290,119.7
BOX-292,199.18
BOX-293,200.55
BOX-295,148.39
BOX-297,86.6
BOX-299,106.36
BOX-300,198.5
BOX-301,213.37
BOX-302,0.0
BOX-30,19.9
BOX-328,123.2
BOX-329,87.12
BOX-330,159.7
BOX-331,160.0
BOX-332,0.0
BOX-333,142.2
BOX-8,26.32
