01-03-2019,09.00,17.46,8.46
02-03-2019,00.00,00.00,00.00
04-03-2019,00.00,00.00,00.00
05-03-2019,00.00,00.00,00.00
06-03-2019,09.00,17.48,8.48
07-03-2019,09.00,17.46,8.46
08-03-2019,00.00,00.00,00.00
09-03-2019,09.00,13.47,4.47
11-03-2019,09.00,17.49,8.49
12-03-2019,00.00,00.00,00.00
13-03-2019,09.00,17.51,8.51
14-03-2019,00.00,00.00,00.00
15-03-2019,09.00,17.48,8.48
16-03-2019,00.00,00.00,00.00
18-03-2019,14.12,14.12,23.59
19-03-2019,09.00,14.13,5.13
20-03-2019,10.42,17.50,7.7
21-03-2019,00.00,00.00,00.00
22-03-2019,00.00,00.00,00.00
23-03-2019,09.00,13.46,4.46
25-03-2019,09.00,17.49,8.49
