02-12-2019,13.58,13.58,00.00
03-12-2019,09.00,08.24,23.24
04-12-2019,13.52,13.52,00.00
05-12-2019,09.01,15.12,6.10
06-12-2019,17.18,17.33,0.14
07-12-2019,13.57,13.57,00.00
09-12-2019,00.00,00.00,00.00
10-12-2019,09.00,13.20,4.20
11-12-2019,09.00,08.37,23.37
12-12-2019,00.00,00.00,00.00
13-12-2019,09.00,14.53,5.53
14-12-2019,09.00,08.14,23.14
16-12-2019,16.11,16.11,00.00
17-12-2019,09.00,18.00,9.0
18-12-2019,09.00,17.55,8.55
19-12-2019,17.23,17.23,00.00
20-12-2019,16.23,16.34,0.10
