02-12-2019,07.00,18.00,11.0
03-12-2019,07.00,18.00,11.0
04-12-2019,07.00,18.00,11.0
05-12-2019,07.00,18.00,11.0
06-12-2019,07.00,18.00,11.0
07-12-2019,07.00,14.00,7.0
09-12-2019,07.00,18.00,11.0
10-12-2019,07.00,18.00,11.0
11-12-2019,07.00,18.00,11.0
12-12-2019,07.00,18.00,11.0
13-12-2019,07.00,18.00,11.0
14-12-2019,07.00,14.00,7.0
16-12-2019,07.00,18.00,11.0
17-12-2019,07.00,18.00,11.0
18-12-2019,07.00,18.00,11.0
19-12-2019,07.00,18.00,11.0
20-12-2019,07.00,18.00,11.0
21-12-2019,07.00,14.00,7.0
23-12-2019,07.00,18.00,11.0
24-12-2019,07.00,12.06,5.6
