BOX-104,28.30
BOX-114,81.59
BOX-115,145.51
BOX-118,229.46
BOX-11,199.8
BOX-122,6.32
BOX-123,0.0
BOX-126,157.1
BOX-128,158.58
BOX-12,194.23
BOX-130,33.21
BOX-132,140.33
BOX-13,150.42
BOX-14,239.48
BOX-15,0.0
BOX-183,0.0
BOX-184,82.7
BOX-22,141.24
BOX-24,226.57
BOX-25,179.5
BOX-26,223.54
BOX-30,144.31
BOX-38,137.36
BOX-3,196.15
BOX-42,0.0
BOX-4,236.1
BOX-50,128.21
BOX-57,238.11
BOX-58,158.40
BOX-60,213.40
BOX-69,274.25
BOX-6,186.49
BOX-7,155.2
BOX-8,210.57
BOX-94,235.49
BOX-95,275.37
BOX-9,115.43
