BOX-104,99.50
BOX-114,133.54
BOX-115,143.32
BOX-118,254.30
BOX-11,123.1
BOX-122,136.54
BOX-123,0.0
BOX-126,147.15
BOX-128,49.16
BOX-12,184.12
BOX-130,29.27
BOX-132,224.41
BOX-13,79.12
BOX-14,224.10
BOX-15,0.0
BOX-183,0.0
BOX-184,0.0
BOX-22,102.53
BOX-24,239.49
BOX-25,190.7
BOX-26,235.45
BOX-30,167.17
BOX-38,172.15
BOX-3,237.2
BOX-42,0.0
BOX-4,232.31
BOX-50,102.35
BOX-57,247.30
BOX-58,91.32
BOX-60,85.47
BOX-69,323.35
BOX-6,185.45
BOX-7,177.46
BOX-8,244.59
BOX-94,240.14
BOX-95,194.21
BOX-9,119.37
