BOX-101,90.37
BOX-102,0.0
BOX-103,32.15
BOX-110,28.38
BOX-111,0.0
BOX-113,51.45
BOX-116,69.59
BOX-124,194.23
BOX-133,0.0
BOX-134,93.23
BOX-135,39.4
BOX-140,58.52
BOX-142,39.29
BOX-143,2.47
BOX-146,6.32
BOX-147,83.11
BOX-148,0.0
BOX-149,1.40
BOX-150,26.1
BOX-151,111.10
BOX-154,7.58
BOX-155,117.40
BOX-157,40.45
BOX-158,66.57
BOX-161,44.1
BOX-162,69.54
BOX-163,23.20
BOX-164,45.17
BOX-167,0.0
BOX-168,53.27
BOX-170,51.58
BOX-172,49.53
BOX-175,0.0
BOX-176,44.28
BOX-179,45.46
BOX-17,182.59
BOX-180,100.0
BOX-182,2.31
BOX-189,18.19
BOX-18,109.27
BOX-191,113.18
BOX-192,105.19
BOX-193,91.39
BOX-196,81.3
BOX-197,67.50
BOX-198,36.10
BOX-19,0.0
BOX-200,93.55
BOX-203,106.13
BOX-205,61.50
BOX-207,80.7
BOX-208,73.4
BOX-209,22.17
BOX-211,37.22
BOX-212,77.4
BOX-213,7.59
BOX-215,19.48
BOX-216,88.55
BOX-217,54.32
BOX-219,177.32
BOX-21,0.0
BOX-220,89.1
BOX-225,55.7
BOX-226,0.0
BOX-227,19.41
BOX-229,27.31
BOX-231,32.52
BOX-233,32.14
BOX-235,0.0
BOX-238,54.34
BOX-239,0.0
BOX-241,44.7
BOX-244,48.31
BOX-249,79.42
BOX-251,61.1
BOX-253,60.40
BOX-254,49.15
BOX-255,81.27
BOX-257,54.58
BOX-258,47.39
BOX-260,102.5
BOX-263,100.48
BOX-264,0.0
BOX-266,52.53
BOX-267,91.6
BOX-269,85.40
BOX-271,42.35
BOX-273,91.35
BOX-277,88.9
BOX-279,55.21
BOX-27,27.21
BOX-283,59.9
BOX-285,83.25
BOX-286,66.46
BOX-287,0.0
BOX-288,53.10
BOX-289,91.54
BOX-28,69.44
BOX-290,41.24
BOX-292,93.39
BOX-293,57.45
BOX-295,50.57
BOX-297,46.48
BOX-299,50.7
BOX-300,94.9
BOX-301,94.25
BOX-302,0.0
BOX-31,171.47
BOX-326,84.58
BOX-327,64.47
BOX-328,99.43
BOX-330,62.12
BOX-331,76.59
BOX-333,0.0
BOX-334,35.55
BOX-336,48.0
BOX-338,61.8
BOX-33,58.39
BOX-35,21.54
BOX-36,40.40
BOX-39,184.53
BOX-44,50.45
BOX-51,16.8
BOX-52,50.34
BOX-59,57.58
BOX-61,115.20
BOX-62,158.6
BOX-63,96.38
BOX-64,0.0
BOX-65,543.48
BOX-66,34.36
BOX-67,71.51
BOX-71,164.43
BOX-74,0.0
BOX-76,0.0
BOX-77,0.0
BOX-83,0.0
BOX-85,110.49
BOX-87,178.55
BOX-96,60.31
