BOX-3,07.00,17.05,10.5
BOX-4,07.00,17.09,10.9
BOX-6,07.07,18.00,10.52
BOX-7,07.49,16.12,8.22
BOX-8,07.00,18.00,11.0
BOX-9,08.44,11.37,2.52
BOX-11,07.00,18.00,11.0
BOX-12,07.00,18.00,11.0
BOX-13,07.00,17.09,10.9
BOX-14,07.00,17.47,10.47
BOX-15,00.00,00.00,00.00
BOX-16,00.00,00.00,00.00
BOX-22,07.00,17.51,10.51
BOX-24,07.00,18.00,11.0
BOX-25,07.00,16.42,9.42
BOX-26,07.00,17.45,10.45
BOX-38,12.27,17.04,4.36
BOX-42,00.00,00.00,00.00
BOX-50,09.46,12.47,3.0
BOX-57,07.00,18.00,11.0
BOX-58,07.00,14.37,7.37
BOX-60,07.00,17.13,10.13
BOX-69,07.00,05.45,22.45
BOX-94,07.00,17.51,10.51
BOX-104,00.00,00.00,00.00
BOX-114,07.00,16.18,9.18
BOX-115,11.50,17.16,5.25
BOX-118,11.32,17.33,6.0
BOX-122,00.00,00.00,00.00
BOX-123,08.29,16.23,7.53
BOX-128,07.00,15.55,8.55
BOX-130,07.31,13.31,5.59
BOX-132,11.20,17.20,5.59
