BOX-104,50.14
BOX-114,92.50
BOX-115,108.56
BOX-118,221.33
BOX-11,194.41
BOX-122,0.42
BOX-123,15.27
BOX-126,115.24
BOX-128,53.58
BOX-12,201.37
BOX-130,69.4
BOX-132,140.5
BOX-13,164.51
BOX-14,199.23
BOX-15,0.0
BOX-183,0.0
BOX-184,85.13
BOX-22,166.20
BOX-24,241.38
BOX-25,185.55
BOX-26,236.5
BOX-30,178.3
BOX-38,132.14
BOX-3,144.0
BOX-42,0.0
BOX-4,129.16
BOX-50,94.13
BOX-57,242.44
BOX-58,171.32
BOX-60,215.55
BOX-69,222.51
BOX-6,214.29
BOX-7,169.19
BOX-8,241.48
BOX-94,236.55
BOX-95,259.51
BOX-9,135.19
