BOX-104,134.29
BOX-114,77.14
BOX-115,140.44
BOX-118,249.35
BOX-11,190.49
BOX-122,115.29
BOX-123,0.0
BOX-126,124.40
BOX-128,27.24
BOX-12,189.25
BOX-130,41.25
BOX-132,225.10
BOX-13,117.58
BOX-14,228.18
BOX-15,0.0
BOX-183,0.0
BOX-184,22.10
BOX-22,81.49
BOX-24,234.6
BOX-25,181.38
BOX-26,237.34
BOX-30,183.38
BOX-38,114.34
BOX-3,221.43
BOX-42,0.0
BOX-4,229.15
BOX-50,66.46
BOX-57,252.57
BOX-58,149.25
BOX-60,147.13
BOX-69,315.28
BOX-6,208.13
BOX-7,171.32
BOX-8,239.15
BOX-94,251.6
BOX-95,223.42
BOX-9,116.24
