BOX-3,07.22,15.13,7.50
BOX-4,07.00,16.59,9.59
BOX-6,07.13,18.00,10.46
BOX-7,08.00,16.52,8.51
BOX-8,07.00,17.24,10.24
BOX-9,08.50,12.31,3.40
BOX-11,10.55,17.22,6.26
BOX-12,07.28,12.37,5.8
BOX-13,09.57,16.05,6.7
BOX-14,07.00,16.52,9.52
BOX-15,07.00,15.57,8.57
BOX-22,08.17,08.17,00.00
BOX-24,07.00,17.36,10.36
BOX-25,07.32,13.17,5.44
BOX-26,07.00,17.22,10.22
BOX-30,09.08,14.39,5.30
BOX-38,11.43,16.06,4.23
BOX-42,00.00,00.00,00.00
BOX-50,07.00,05.16,22.16
BOX-57,07.00,17.12,10.12
BOX-58,08.18,17.01,8.42
BOX-60,12.57,12.57,0.0
BOX-69,00.00,00.00,00.00
BOX-94,07.00,17.05,10.5
BOX-95,07.00,16.15,9.15
BOX-104,07.27,16.21,8.53
BOX-114,09.25,16.40,7.14
BOX-115,12.35,16.34,3.58
BOX-118,07.00,17.37,10.37
BOX-122,00.00,00.00,00.00
BOX-123,09.46,15.36,5.49
BOX-126,10.15,16.47,6.31
BOX-128,12.36,12.36,00.00
BOX-130,00.00,00.00,00.00
BOX-132,07.00,17.26,10.26
BOX-183,00.00,00.00,00.00
BOX-184,00.00,00.00,00.00
