BOX-3,07.00,14.00,7.0
BOX-4,07.00,07.28,0.28
BOX-6,07.00,14.00,7.0
BOX-7,07.00,13.29,6.29
BOX-8,12.21,13.16,0.54
BOX-9,00.00,00.00,00.00
BOX-11,07.00,13.43,6.43
BOX-12,07.00,13.47,6.47
BOX-13,07.00,13.52,6.52
BOX-14,07.00,13.32,6.32
BOX-15,00.00,00.00,00.00
BOX-16,00.00,00.00,00.00
BOX-22,08.31,11.54,3.22
BOX-24,07.00,13.59,6.59
BOX-25,07.00,13.55,6.54
BOX-26,07.00,13.30,6.30
BOX-38,11.35,12.46,1.10
BOX-42,00.00,00.00,00.00
BOX-50,07.44,07.44,00.00
BOX-57,07.00,14.00,7.0
BOX-58,07.21,13.23,6.1
BOX-60,07.00,13.01,6.1
BOX-69,07.00,14.00,7.0
BOX-94,07.00,13.51,6.51
BOX-104,07.00,13.52,6.52
BOX-114,10.09,10.09,00.00
BOX-115,07.00,12.42,5.42
BOX-118,07.00,12.58,5.58
BOX-122,00.00,00.00,00.00
BOX-123,09.56,13.56,3.59
BOX-128,07.00,13.02,6.2
BOX-130,11.41,11.41,0.0
BOX-132,08.15,11.16,3.0
