BOX-18,20.11,18.00,21.48
BOX-62,09.00,17.58,8.58
BOX-191,09.00,12.14,3.14
BOX-215,09.00,17.48,8.48
BOX-328,09.00,17.30,8.30
BOX-329,00.00,00.00,00.00
BOX-216,00.00,00.00,00.00
BOX-217,09.27,17.20,7.52
BOX-219,09.00,17.12,8.12
BOX-220,09.58,17.28,7.29
BOX-225,14.43,14.43,00.00
BOX-227,10.03,16.34,6.30
BOX-229,00.00,00.00,00.00
BOX-231,12.24,12.24,00.00
BOX-232,00.00,00.00,00.00
BOX-233,09.00,17.49,8.49
BOX-235,13.23,17.21,3.57
BOX-238,00.00,00.00,00.00
BOX-239,00.00,00.00,00.00
BOX-241,09.00,17.48,8.48
BOX-244,12.37,16.30,3.53
BOX-247,09.00,17.51,8.51
BOX-249,00.00,00.00,00.00
BOX-251,12.28,16.34,4.5
BOX-253,10.34,16.22,5.47
BOX-330,14.26,17.02,2.35
BOX-254,09.56,17.15,7.18
BOX-255,09.00,16.40,7.40
BOX-331,09.11,17.38,8.26
BOX-257,10.26,16.49,6.22
BOX-258,10.12,15.37,5.24
BOX-260,09.00,18.00,9.0
BOX-263,09.00,17.50,8.50
BOX-264,09.00,16.08,7.8
BOX-266,11.05,16.01,4.55
BOX-267,09.00,17.49,8.49
BOX-269,09.00,17.52,8.52
BOX-271,09.07,15.38,6.30
BOX-273,09.00,16.22,7.22
BOX-277,09.00,17.42,8.42
BOX-278,09.00,17.50,8.50
BOX-279,09.00,15.14,6.14
BOX-283,09.00,17.00,8.0
BOX-285,09.00,17.45,8.45
BOX-286,00.00,00.00,00.00
BOX-287,00.00,00.00,00.00
BOX-332,09.55,13.04,3.8
BOX-288,15.29,15.29,00.00
BOX-289,09.00,17.50,8.50
BOX-290,10.19,15.58,5.38
BOX-292,09.00,18.00,9.0
BOX-333,15.30,15.30,00.00
BOX-293,12.40,17.06,4.25
BOX-295,11.58,16.34,4.35
BOX-297,12.36,12.36,00.00
BOX-299,13.55,14.03,0.7
BOX-300,09.15,15.24,6.8
BOX-301,09.00,17.52,8.52
BOX-302,00.00,00.00,00.00
BOX-340,09.00,16.24,7.24
