BOX-18,85.59
BOX-191,159.49
BOX-215,182.21
BOX-216,0.0
BOX-217,134.48
BOX-219,163.3
BOX-220,148.23
BOX-225,71.27
BOX-227,9.43
BOX-229,5.6
BOX-231,66.7
BOX-232,0.0
BOX-233,183.23
BOX-235,101.31
BOX-238,70.25
BOX-239,22.10
BOX-241,93.24
BOX-244,142.6
BOX-247,168.29
BOX-249,53.17
BOX-251,104.39
BOX-253,74.25
BOX-254,116.5
BOX-255,132.17
BOX-257,93.31
BOX-258,68.41
BOX-260,198.42
BOX-263,168.14
BOX-264,161.15
BOX-266,58.52
BOX-267,198.2
BOX-269,178.29
BOX-271,77.22
BOX-273,171.31
BOX-277,167.30
BOX-278,184.41
BOX-279,47.26
BOX-283,115.35
BOX-285,164.23
BOX-286,100.11
BOX-287,0.0
BOX-288,116.20
BOX-289,184.41
BOX-290,94.31
BOX-292,199.12
BOX-293,145.6
BOX-295,93.12
BOX-297,57.48
BOX-299,111.51
BOX-300,165.41
BOX-301,186.59
BOX-302,0.0
BOX-328,124.14
BOX-329,0.0
BOX-330,123.21
BOX-331,139.19
BOX-332,3.51
BOX-333,7.56
BOX-340,122.30
BOX-62,184.49
