BOX-104,131.0
BOX-114,118.31
BOX-115,163.50
BOX-118,270.38
BOX-11,191.6
BOX-122,186.59
BOX-123,0.0
BOX-126,115.44
BOX-128,66.30
BOX-12,196.53
BOX-130,30.17
BOX-132,257.57
BOX-13,174.42
BOX-14,243.11
BOX-15,0.0
BOX-183,0.0
BOX-184,0.0
BOX-22,112.40
BOX-24,254.50
BOX-25,206.46
BOX-26,259.18
BOX-30,98.44
BOX-38,130.39
BOX-3,177.16
BOX-42,0.0
BOX-4,250.28
BOX-50,26.43
BOX-57,263.7
BOX-58,160.11
BOX-60,140.41
BOX-69,362.9
BOX-6,192.21
BOX-7,170.41
BOX-8,266.26
BOX-94,253.35
BOX-95,176.12
BOX-9,146.21
