BOX-18,162.28
BOX-191,177.13
BOX-215,80.47
BOX-216,0.0
BOX-217,167.13
BOX-219,153.28
BOX-220,101.40
BOX-225,77.3
BOX-227,57.30
BOX-229,0.0
BOX-231,31.43
BOX-232,0.0
BOX-233,197.48
BOX-235,104.23
BOX-238,100.6
BOX-239,18.13
BOX-241,102.40
BOX-244,140.41
BOX-247,191.43
BOX-249,123.5
BOX-251,107.32
BOX-253,118.17
BOX-254,102.7
BOX-255,131.25
BOX-257,71.49
BOX-258,32.48
BOX-260,190.21
BOX-263,185.28
BOX-264,155.35
BOX-266,94.49
BOX-267,187.3
BOX-269,180.43
BOX-271,144.16
BOX-273,220.11
BOX-277,179.5
BOX-278,182.18
BOX-279,102.43
BOX-283,95.48
BOX-285,136.29
BOX-286,157.59
BOX-287,0.0
BOX-288,133.32
BOX-289,182.18
BOX-290,98.16
BOX-292,165.42
BOX-293,127.10
BOX-295,147.33
BOX-297,56.2
BOX-299,78.19
BOX-300,63.39
BOX-301,203.41
BOX-302,0.0
BOX-328,140.40
BOX-329,120.56
BOX-330,110.50
BOX-331,160.43
BOX-332,142.11
BOX-333,14.43
BOX-340,114.2
BOX-62,199.28
